,xAcc,yAcc,zAcc
1489,0.0046,0.0718,-9.174
1490,0.0828,0.0666,-9.1314
1491,0.1296,0.0837,-9.158
1492,0.0104,0.0717,-9.1704
1493,0.0485,0.096,-9.164
1494,0.1033,0.1272,-9.1743
1495,-0.0377,0.1283,-9.1582
1496,-0.0644,0.132,-9.1743
1497,-0.0271,0.1003,-9.1712
1498,-0.1029,0.0771,-9.1396
1499,-0.0967,0.0955,-9.1454
1500,-0.0132,0.0911,-9.1605
1501,-0.0044,0.0783,-9.1717
1502,0.0173,0.0773,-9.1695
1503,0.0893,0.0538,-9.1519
1504,0.0536,0.0327,-9.1455
1505,-0.0001,0.0096,-9.1358
1506,0.0457,-0.0453,-9.1557
1507,0.0218,-0.0632,-9.1519
1508,-0.0752,-0.0491,-9.1239
1509,-0.0993,-0.0138,-9.1421
1510,-0.2138,-0.0006,-9.1811
1511,-0.3534,-0.004,-9.1773
1512,-0.2945,0.0123,-9.1618
1513,-0.1855,-0.0135,-9.1752
1514,-0.1583,-0.0466,-9.174
1515,-0.1625,-0.0261,-9.1721
1516,-0.2319,-0.0332,-9.1571
1517,-0.2565,-0.0767,-9.1459
1518,-0.0728,-0.0305,-9.1289
1519,-0.0162,-0.0396,-9.1285
1520,-0.0929,-0.0916,-9.116
1521,0.0109,-0.0759,-9.0936
1522,0.0503,-0.0685,-9.124
1523,-0.0969,-0.0185,-9.1314
1524,-0.153,-0.0487,-9.1396
1525,-0.1377,-0.0347,-9.1654
1526,-0.1499,0.0179,-9.1661
1527,-0.0343,-0.0333,-9.1643
1528,0.1308,-0.0137,-9.1755
1529,0.0989,0.0035,-9.1937
1530,0.16,-0.0084,-9.199
1531,0.2085,0.0621,-9.1734
1532,-0.0505,0.0976,-9.1447
1533,-0.1395,0.1249,-9.1495
1534,-0.0107,0.1586,-9.1468
1535,-0.0121,0.0405,-9.157
1536,0.0162,-0.0547,-9.1744
1537,0.1364,-0.0399,-9.1821
1538,0.1541,-0.0358,-9.2038
1539,0.1629,-0.0979,-9.1818
1540,0.1921,-0.1315,-9.1464
1541,0.1421,-0.0825,-9.1391
1542,0.1418,-0.0432,-9.1411
1543,0.2182,-0.0349,-9.1585
1544,0.1716,-0.0287,-9.1625
1545,0.1251,-0.0206,-9.163
1546,0.1492,-0.0291,-9.1633
1547,0.1204,0.006,-9.1565
1548,0.0304,0.0083,-9.1631
1549,-0.0362,-0.0071,-9.1674
1550,-0.0994,0.0245,-9.1823
1551,-0.2345,-0.0024,-9.1819
1552,-0.2406,0.0406,-9.1457
1553,-0.1756,0.1368,-9.1401
1554,-0.2415,0.1231,-9.1696
1555,-0.1583,0.089,-9.1577
1556,-0.0217,0.0817,-9.1482
1557,0.0195,0.0426,-9.1563
1558,0.0494,0.0392,-9.1549
1559,0.068,0.0429,-9.1828
1560,0.0436,-0.0228,-9.1844
1561,0.0753,-0.0247,-9.1769
1562,0.2015,0.0026,-9.1713
1563,0.2839,-0.0278,-9.1517
1564,0.4038,0.0002,-9.1683
1565,0.4383,0.0005,-9.1596
1566,0.2816,-0.0811,-9.1505
1567,0.2116,-0.1321,-9.1554
1568,0.2668,-0.0903,-9.1263
1569,0.1713,-0.0527,-9.1454
1570,0.0227,-0.1042,-9.1728
1571,0.0439,-0.1031,-9.1636
1572,0.0423,-0.0752,-9.1708
1573,0.016,-0.0917,-9.1674
1574,0.1339,-0.0947,-9.1622
1575,0.1798,-0.1071,-9.1612
1576,0.1421,-0.1129,-9.1526
1577,0.1653,-0.0705,-9.1598
1578,0.0364,-0.1136,-9.1689
1579,-0.1151,-0.1692,-9.144
1580,0.0543,-0.0626,-9.139
1581,0.2541,0.041,-9.157
1582,0.2114,0.0296,-9.114
1583,0.1867,0.02,-9.108
1584,0.1596,-0.0264,-9.1585
1585,0.0646,-0.1077,-9.175
1586,0.1128,-0.1049,-9.1776
1587,0.1747,-0.0251,-9.1789
1588,0.114,-0.0326,-9.1673
1589,0.1086,-0.0445,-9.1349
1590,0.1319,0.0098,-9.1337
1591,0.0874,-0.0258,-9.1527
1592,0.1373,0.3443,-9.1595
1593,0.3815,0.7268,-9.1731
1594,0.3059,0.3313,-9.1752
1595,-0.0141,-0.0484,-9.1718
1596,-0.0355,-0.0085,-9.1822
1597,-0.0095,0.0135,-9.1834
1598,0.0796,0.0252,-9.1725
1599,0.2308,0.057,-9.1751
1600,0.2213,0.0157,-9.1639
1601,0.1812,0.0007,-9.1606
1602,0.191,-0.0114,-9.1538
1603,0.0959,-0.0361,-9.1433
1604,0.0423,0.0139,-9.16
1605,0.1101,0.0638,-9.1789
1606,0.0559,0.0656,-9.1737
1607,-0.04,0.0188,-9.1593
1608,0.0052,0.0448,-9.1601
1609,-0.017,0.1277,-9.17
1610,-0.1114,0.1119,-9.1786
1611,-0.069,0.082,-9.1667
1612,-0.077,0.0437,-9.1602
1613,-0.1209,-0.0153,-9.1529
1614,-0.0316,-0.0303,-9.149
1615,0.0192,-0.0311,-9.1542
1616,0.0066,-0.0713,-9.1511
1617,0.072,-0.066,-9.1595
1618,0.1136,-0.0206,-9.1642
1619,0.0514,-0.0244,-9.1562
1620,0.0714,-0.0258,-9.159
1621,0.1349,-0.0015,-9.1612
1622,0.1038,-0.0001,-9.1626
1623,0.0871,-0.0049,-9.182
1624,0.1251,0.0217,-9.1858
1625,0.072,0.0048,-9.1739
1626,0.0337,-0.0208,-9.1778
1627,0.0361,-0.0393,-9.1923
1628,-0.0627,-0.0635,-9.175
1629,-0.0608,-0.0249,-9.1505
1630,0.0639,0.0081,-9.1783
1631,0.0562,0.006,-9.2033
1632,-0.0071,-0.0156,-9.1776
1633,-0.0068,-0.0418,-9.1467
1634,-0.0604,0.0009,-9.1552
1635,-0.0786,0.0178,-9.1414
1636,-0.0149,-0.0309,-9.1385
1637,-0.0764,-0.0249,-9.147
1638,-0.1381,0.0125,-9.1201
1639,-0.0807,0.0367,-9.1327
1640,-0.1262,-0.0054,-9.1606
1641,-0.1906,-0.0295,-9.1712
1642,-0.0987,0.0104,-9.1876
1643,-0.0846,-0.0008,-9.1966
1644,-0.1241,-0.0142,-9.17
1645,-0.0078,-0.0188,-9.1625
1646,0.0089,-0.0715,-9.159
1647,-0.0394,-0.0742,-9.1363
1648,0.0831,-0.0383,-9.1305
1649,0.148,-0.0316,-9.1425
1650,0.0901,-0.0468,-9.1449
1651,0.0955,-0.0819,-9.1286
1652,0.1522,-0.0163,-9.1356
1653,0.0907,-0.0182,-9.1508
1654,0.0339,-0.0786,-9.1699
1655,0.0469,-0.0352,-9.1692
1656,-0.051,-0.0519,-9.152
1657,-0.0392,-0.0188,-9.1576
1658,0.0809,0.0486,-9.1678
1659,0.0342,0.0329,-9.1637
1660,0.0263,0.0353,-9.1519
1661,0.0449,0.0058,-9.1817
1662,-0.0927,-0.0351,-9.2033
1663,-0.0973,0.0188,-9.2012
1664,0.0588,0.0464,-9.2113
1665,0.0436,-0.0016,-9.1891
1666,-0.0342,-0.0161,-9.1802
1667,0.0672,0.0353,-9.1741
1668,0.0846,0.0324,-9.1727
1669,-0.0166,-0.0101,-9.1814
1670,0.0288,0.0358,-9.1772
1671,0.0015,0.0592,-9.1789
1672,-0.101,0.0455,-9.1644
1673,-0.0058,0.0693,-9.1623
1674,0.0058,0.0619,-9.1771
1675,-0.0916,0.0353,-9.1706
1676,-0.0464,0.006,-9.1667
1677,-0.0304,-0.0205,-9.1444
1678,-0.0654,-0.0093,-9.1248
1679,0.0589,0.0529,-9.1337
1680,0.1264,0.0492,-9.1609
1681,-0.0276,-0.0786,-9.1739
1682,-0.0699,-0.0848,-9.1453
1683,-0.065,-0.0303,-9.1508
1684,-0.1693,-0.0893,-9.1491
1685,-0.1252,-0.1266,-9.1292
1686,0.0025,-0.0532,-9.1442
1687,0.0529,0.0297,-9.1511
1688,0.1787,0.0881,-9.1593
1689,0.2914,0.1341,-9.1623
1690,0.1586,0.0469,-9.1663
1691,0.0683,-0.0379,-9.164
1692,0.1288,0.013,-9.1842
1693,0.0545,-0.0089,-9.2155
1694,-0.0985,-0.1134,-9.1705
1695,-0.078,-0.0738,-9.1665
1696,0.0147,0.0547,-9.1721
1697,0.0548,0.0792,-9.1545
1698,0.0731,0.0363,-9.171
1699,0.0349,0.0663,-9.1753
1700,0.0415,0.0802,-9.1807
1701,0.075,0.0015,-9.1934
1702,0.0102,-0.0252,-9.1908
1703,-0.0303,0.0408,-9.1922
1704,0.0249,0.0618,-9.2188
1705,-0.0165,0.0137,-9.2028
1706,-0.185,-0.0818,-9.1855
1707,-0.1966,-0.1602,-9.1804
1708,-0.1344,-0.1465,-9.1459
1709,-0.1888,-0.1055,-9.1516
1710,-0.0837,-0.0115,-9.1528
1711,0.1146,0.1414,-9.153
1712,0.0275,0.0271,-9.1672
1713,-0.0754,-0.1737,-9.1782
1714,0.0036,-0.125,-9.1663
1715,-0.0429,-0.1355,-9.1369
1716,-0.0474,-0.1062,-9.1453
1717,0.1072,0.0262,-9.1509
1718,0.197,0.1014,-9.1576
1719,0.2213,0.1003,-9.1819
1720,0.2051,0.0267,-9.1698
1721,0.0686,-0.0232,-9.1535
1722,0.0078,-0.0563,-9.1783
1723,0.1004,-0.0165,-9.1834
1724,0.0888,0.0632,-9.162
1725,0.0043,0.0164,-9.1411
1726,-0.0079,-0.0357,-9.1364
1727,-0.088,-0.0541,-9.1652
1728,-0.14,-0.0444,-9.1844
1729,-0.0613,-0.0688,-9.1575
1730,-0.0243,-0.1125,-9.1629
1731,0.0372,-0.0577,-9.1932
1732,0.1491,0.059,-9.1799
1733,0.1401,0.1304,-9.1803
1734,0.0103,0.0041,-9.1836
1735,0.0705,-0.0176,-9.1751
1736,0.0657,-0.0128,-9.1769
1737,-0.0835,-0.0512,-9.1649
1738,0.0332,0.0348,-9.1634
1739,0.0934,0.0435,-9.1942
1740,-0.0735,-0.0367,-9.1992
1741,-0.0743,-0.0403,-9.1867
1742,-0.0171,-0.0056,-9.1964
1743,-0.071,-0.0053,-9.2158
1744,-0.0243,0.0344,-9.1962
1745,0.0513,0.0575,-9.174
1746,-0.0339,-0.0048,-9.1827
1747,-0.0981,-0.0487,-9.1782
1748,-0.0842,-0.078,-9.1639
1749,-0.2729,-0.2387,-9.1477
1750,-0.3275,-0.2574,-9.1476
1751,-0.2054,-0.1764,-9.1447
1752,-0.2661,-0.259,-9.1515
1753,-0.224,-0.2516,-9.1523
1754,0.0273,-0.0105,-9.1599
1755,0.1459,0.0943,-9.1659
1756,0.1765,0.04,-9.1549
1757,0.2348,0.0085,-9.1503
1758,0.1126,-0.0901,-9.1741
1759,-0.0424,-0.1771,-9.1839
1760,-0.027,-0.1358,-9.1621
1761,0.0658,-0.0764,-9.1832
1762,0.1623,0.048,-9.1836
1763,0.3851,0.3369,-9.1619
1764,0.4443,0.3631,-9.1621
1765,0.182,0.077,-9.1447
1766,-0.0137,-0.1684,-9.1584
1767,-0.1275,-0.4823,-9.1771
1768,-0.2127,-0.867,-9.1313
1769,-0.028,-1.0621,-9.1159
1770,0.5772,-1.34,-9.1639
1771,0.7499,-1.2774,-9.1958
1772,0.3688,-0.7136,-9.1806
1773,0.1483,-0.1497,-9.1616
1774,0.0355,0.2471,-9.1561
1775,-0.0067,0.348,-9.1655
1776,-0.0189,0.4012,-9.1575
1777,-0.0732,0.4812,-9.1619
1778,-0.0726,0.4812,-9.1587
1779,-0.0507,0.3948,-9.143
1780,-0.1171,0.33,-9.1643
1781,-0.1364,0.302,-9.1737
1782,-0.0685,0.2496,-9.1743
1783,-0.0913,0.1266,-9.1668
1784,-0.0866,0.0169,-9.1762
1785,0.0368,-0.0154,-9.1744
1786,0.0415,-0.0764,-9.1465
1787,0.0238,-0.1554,-9.1497
1788,0.1258,-0.1004,-9.1511
1789,0.0989,-0.0642,-9.1629
1790,0.0227,-0.097,-9.1706
1791,0.0803,0.0435,-9.1582
1792,0.0746,0.2124,-9.1645
1793,0.0264,0.1811,-9.1508
1794,0.0926,0.1792,-9.1556
1795,0.148,0.2112,-9.1904
1796,-0.1393,0.4695,-9.1771
1797,-0.4068,1.3995,-9.1698
1798,0.0537,1.1846,-9.1994
1799,0.3437,0.1878,-9.1864
1800,0.1479,0.1092,-9.1639
1801,0.0605,0.0829,-9.1806
1802,-0.076,-0.07,-9.1632
1803,-0.0629,-0.0609,-9.1262
1804,-0.0074,-0.0232,-9.1337
1805,-0.1123,-0.114,-9.147
1806,-0.086,-0.125,-9.1678
1807,0.0036,-0.0651,-9.1614
1808,-0.0527,-0.0984,-9.1397
1809,-0.049,-0.1044,-9.1322
1810,0.0526,0.0059,-9.1513
1811,0.0185,-0.0006,-9.1665
1812,-0.0101,-0.0793,-9.1339
1813,0.0803,0.0059,-9.1195
1814,0.0978,0.133,-9.1263
1815,0.0639,0.0713,-9.1278
1816,0.0722,0.0104,-9.1754
1817,0.0409,0.0862,-9.2118
1818,0.0696,0.1501,-9.2038
1819,0.1545,0.1312,-9.2052
1820,0.0412,0.0089,-9.174
1821,-0.052,-0.0272,-9.1749
1822,0.03,0.0477,-9.1697
1823,0.002,0.0263,-9.1562
1824,-0.0595,-0.0459,-9.1494
1825,-0.0032,-0.0709,-9.1416
1826,-0.0157,-0.0521,-9.1574
1827,-0.047,-0.0271,-9.1525
1828,0.061,0.005,-9.1587
1829,0.095,0.0256,-9.1626
1830,0.0077,0.0199,-9.1521
1831,0.075,0.0767,-9.1353
1832,0.106,0.0461,-9.1314
1833,-0.0133,-0.0832,-9.1427
1834,-0.0255,-0.0874,-9.1816
1835,-0.0071,0.0,-9.1901
1836,-0.0072,0.03,-9.1626
1837,0.0924,0.0171,-9.1612
1838,0.1409,0.0821,-9.1505
1839,0.0967,0.1627,-9.1404
1840,0.134,0.151,-9.1384
1841,0.1465,0.0917,-9.1577
1842,-0.0031,-0.0097,-9.1648
1843,-0.0801,-0.0823,-9.1682
1844,-0.0317,-0.1002,-9.167
1845,-0.079,-0.0903,-9.127
1846,-0.0724,-0.0511,-9.1264
1847,0.0413,-0.0782,-9.1512
1848,-0.0089,-0.0947,-9.1636
1849,-0.0159,0.0212,-9.1446
1850,0.1284,0.1306,-9.1421
1851,0.0971,0.0569,-9.1757
1852,-0.0123,-0.0073,-9.187
1853,-0.0083,0.0129,-9.187
1854,-0.0662,-0.1154,-9.1884
1855,-0.1391,-0.2292,-9.172
1856,-0.0851,-0.2239,-9.1582
1857,-0.0902,-0.2018,-9.1619
1858,-0.103,-0.1526,-9.1369
1859,0.0093,-0.0633,-9.1624
1860,0.0487,-0.0002,-9.1938
1861,-0.0118,-0.0514,-9.1884
1862,0.011,-0.0892,-9.2036
1863,0.0051,-0.057,-9.1672
1864,-0.0488,-0.0637,-9.1367
1865,0.0051,-0.0781,-9.1547
1866,0.0427,-0.0436,-9.1422
1867,-0.0137,0.0052,-9.139
1868,0.016,0.0254,-9.1521
1869,0.0628,-0.0273,-9.1542
1870,-0.0165,-0.0925,-9.1332
1871,0.0084,-0.0513,-9.1206
1872,0.0351,0.0249,-9.1488
1873,-0.0505,-0.0105,-9.1501
1874,-0.0022,-0.0911,-9.1267
1875,0.0553,-0.0609,-9.1262
1876,-0.0248,-0.0373,-9.1576
1877,-0.026,-0.0434,-9.155
1878,0.0507,-0.065,-9.1427
1879,-0.0065,-0.1835,-9.1507
1880,-0.0128,-0.0874,-9.1593
1881,0.12,0.1728,-9.1914
1882,0.106,0.1843,-9.1778
1883,0.0623,0.1025,-9.1651
1884,0.114,0.17,-9.1957
1885,0.085,0.1736,-9.1831
1886,0.0453,0.0675,-9.1845
1887,0.0993,0.1261,-9.1986
1888,0.1025,0.1945,-9.1702
1889,0.0711,0.1188,-9.1476
1890,0.1234,0.0865,-9.1532
1891,0.0948,0.1426,-9.1518
1892,-0.0044,0.1637,-9.1446
1893,0.018,0.1703,-9.1525
1894,0.0541,0.1597,-9.1589
1895,0.0232,0.0922,-9.1732
1896,0.063,0.0972,-9.1711
1897,0.0531,0.1039,-9.1568
1898,-0.0607,0.0626,-9.1583
1899,-0.0771,0.0519,-9.1664
1900,-0.0404,0.03,-9.169
1901,-0.0527,-0.0302,-9.1692
1902,-0.0328,0.0117,-9.1664
1903,0.0059,0.0607,-9.1627
1904,-0.0275,-0.0634,-9.1575
1905,-0.0092,-0.1618,-9.1588
1906,0.0461,-0.1026,-9.1684
1907,-0.0098,-0.0374,-9.1501
1908,-0.0092,0.0437,-9.146
1909,0.0453,0.1534,-9.1536
1910,-0.0478,0.1232,-9.138
1911,-0.09,0.0494,-9.1661
1912,0.0007,0.0683,-9.174
1913,0.0346,0.0762,-9.1498
1914,0.0362,0.1349,-9.152
1915,0.1143,0.1916,-9.1666
1916,0.0861,0.1283,-9.1836
1917,0.0171,0.0364,-9.1642
1918,0.095,-0.0016,-9.162
1919,0.0678,0.0078,-9.1874
1920,0.0056,-0.0216,-9.1727
1921,0.0805,-0.0191,-9.1578
1922,0.0765,-0.0202,-9.1771
1923,0.0139,-0.0254,-9.1818
1924,0.0997,-0.0291,-9.1844
1925,0.1269,-0.0875,-9.1846
1926,0.0634,-0.1628,-9.1668
1927,0.0983,-0.182,-9.1608
1928,0.1056,-0.1268,-9.1596
1929,0.0491,-0.1669,-9.1583
1930,0.0816,-0.2534,-9.1747
1931,0.1273,-0.2635,-9.1832
1932,0.0508,-0.2062,-9.1598
1933,0.0365,-0.1055,-9.157
1934,0.0481,0.0231,-9.1533
1935,-0.0871,0.1375,-9.1526
1936,-0.1108,0.2109,-9.141
1937,-0.0708,0.2891,-9.1298
1938,-0.1416,0.1959,-9.168
1939,-0.1339,0.0798,-9.1913
1940,-0.0482,0.1398,-9.1887
1941,-0.0857,0.1761,-9.1744
1942,-0.1046,0.1344,-9.1805
1943,-0.0171,0.0602,-9.1837
1944,-0.0356,-0.0345,-9.1895
1945,-0.04,-0.0867,-9.1834
1946,0.0517,0.0172,-9.1576
1947,0.0394,0.1787,-9.1527
1948,-0.0108,0.1193,-9.1511
1949,0.0399,0.0262,-9.1577
1950,0.0074,0.0628,-9.1496
1951,-0.0903,0.0572,-9.1501
1952,0.0012,0.033,-9.1723
1953,0.0668,-0.0479,-9.1811
1954,0.0409,-0.1655,-9.1833
1955,0.1153,-0.1349,-9.175
1956,0.1242,-0.0826,-9.1835
1957,0.0591,-0.1193,-9.2039
1958,0.1077,-0.0496,-9.1765
1959,0.1337,0.0459,-9.1618
1960,0.0461,0.015,-9.1592
1961,0.0381,0.0231,-9.1589
1962,0.0452,0.062,-9.1711
1963,-0.0625,0.0185,-9.1725
1964,-0.0835,0.0493,-9.1839
1965,-0.036,0.0181,-9.1685
1966,-0.0634,-0.1203,-9.1632
1967,-0.039,-0.1227,-9.1566
1968,0.0106,-0.069,-9.1351
1969,-0.0513,-0.1176,-9.144
1970,-0.0809,-0.1794,-9.1267
1971,-0.0204,-0.1421,-9.1378
1972,-0.0725,-0.0163,-9.1747
1973,-0.1451,0.0457,-9.1355
1974,-0.0721,0.0231,-9.1186
1975,-0.0278,0.007,-9.1154
1976,-0.0326,-0.0641,-9.1173
1977,0.0261,-0.0482,-9.1394
1978,0.0121,0.0076,-9.1288
1979,-0.0222,0.015,-9.1454
1980,0.0943,0.0572,-9.17
1981,0.1369,0.0772,-9.1719
1982,0.0704,0.1142,-9.1787
1983,0.1363,0.0973,-9.1812
1984,0.152,0.0928,-9.1736
1985,0.0759,0.1445,-9.1499
1986,0.0951,0.1568,-9.1626
1987,0.0843,0.1769,-9.1927
1988,0.0116,0.1486,-9.169
1989,0.0481,0.1486,-9.1469
1990,0.0113,0.1846,-9.1567
1991,-0.1272,0.1596,-9.1658
1992,-0.153,0.1903,-9.1778
1993,-0.175,0.2012,-9.1754
1994,-0.2123,0.1023,-9.1464
1995,-0.1524,0.081,-9.1664
1996,-0.1053,0.1363,-9.1676
1997,-0.1215,0.0959,-9.1614
1998,-0.0538,0.0337,-9.1598
1999,0.0344,0.0715,-9.153
2000,0.0306,0.0479,-9.1565
2001,0.0742,-0.0401,-9.1372
2002,0.1183,-0.0217,-9.133
2003,0.0588,0.0033,-9.139
2004,0.0647,-0.017,-9.1288
2005,0.12,0.0129,-9.1319
2006,0.0968,0.0026,-9.1578
2007,0.1097,-0.0555,-9.1594
2008,0.1745,-0.0534,-9.1445
2009,0.0963,-0.0218,-9.1608
2010,0.0114,-0.007,-9.1956
2011,0.075,0.0623,-9.199
2012,0.039,0.1065,-9.2039
2013,-0.0611,0.0687,-9.21
2014,-0.0079,0.0647,-9.1826
2015,0.0251,0.0341,-9.1648
2016,-0.0438,-0.0198,-9.17
2017,-0.0245,-0.0109,-9.1484
2018,-0.0032,-0.0159,-9.1516
2019,-0.0015,-0.0658,-9.1641
2020,0.0901,-0.0691,-9.1395
2021,0.0875,-0.0228,-9.1385
2022,-0.0184,-0.0002,-9.1682
2023,-0.0126,0.0555,-9.1663
2024,0.0132,0.0775,-9.1618
2025,-0.0513,0.019,-9.1929
2026,0.0364,-0.006,-9.1907
2027,0.1713,0.0071,-9.152
2028,0.1058,-0.004,-9.1326
2029,0.0317,0.0055,-9.1499
2030,0.0152,0.0575,-9.1709
2031,-0.032,0.045,-9.1629
2032,0.0267,0.0136,-9.1494
2033,0.0906,0.0122,-9.1454
2034,-0.0201,-0.0189,-9.1276
2035,-0.1026,0.0189,-9.1364
2036,-0.0502,0.0843,-9.162
2037,-0.0441,0.0316,-9.1529
2038,-0.0288,-0.0158,-9.1663
2039,0.0557,-0.0114,-9.1616
2040,-0.0133,0.0086,-9.1338
2041,-0.0542,-0.0005,-9.1384
2042,0.0381,-0.0161,-9.1442
2043,0.03,-0.0343,-9.17
2044,-0.0099,-0.0647,-9.1694
2045,0.0519,-0.0841,-9.16
2046,0.0406,-0.0892,-9.1883
2047,0.0138,-0.0568,-9.1715
2048,0.1178,-0.0119,-9.1453
2049,0.1198,-0.0105,-9.1418
2050,0.0755,-0.0604,-9.147
2051,0.148,-0.0391,-9.1453
2052,0.1619,0.0418,-9.1371
2053,0.0886,0.0279,-9.1479
2054,0.1019,0.044,-9.1604
2055,0.0834,0.0571,-9.1743
2056,-0.041,-0.0386,-9.17
2057,-0.0227,-0.0461,-9.1771
2058,0.0686,0.0028,-9.2078
2059,0.041,-0.0134,-9.1996
2060,0.0544,-0.0279,-9.1866
2061,0.1522,-0.0279,-9.1746
2062,0.1585,-0.0437,-9.1434
2063,0.1559,-0.0383,-9.1721
2064,0.1844,-0.0378,-9.1777
2065,0.055,-0.1007,-9.1407
2066,-0.0325,-0.1303,-9.1279
2067,0.055,-0.0614,-9.1238
2068,0.0505,-0.0665,-9.1201
2069,0.0179,-0.125,-9.1259
2070,0.0529,-0.0977,-9.1554
2071,0.067,-0.0623,-9.1753
2072,0.0692,-0.0506,-9.1625
2073,0.1043,0.0064,-9.1614
2074,0.0516,0.0208,-9.182
2075,-0.046,-0.0196,-9.173
2076,-0.0235,-0.0075,-9.1466
2077,-0.0707,0.0446,-9.149
2078,-0.0864,0.053,-9.1525
2079,-0.0292,0.0233,-9.1523
2080,-0.0863,-0.0036,-9.1592
2081,-0.139,-0.0344,-9.1353
2082,-0.0596,-0.0161,-9.1267
2083,-0.0442,-0.004,-9.1338
2084,-0.1073,-0.0379,-9.1408
2085,-0.024,-0.0341,-9.1596
2086,0.0367,-0.0171,-9.1949
2087,0.0065,-0.0684,-9.196
2088,0.0757,-0.0341,-9.1726
2089,0.1413,0.0568,-9.1736
2090,0.0634,0.0223,-9.1664
2091,0.0559,0.0174,-9.1671
2092,0.0583,0.0663,-9.1677
2093,-0.0574,0.0058,-9.1552
2094,-0.052,-0.0507,-9.1405
2095,0.0218,-0.0197,-9.1353
2096,-0.0566,-0.021,-9.1442
2097,-0.0666,-0.0272,-9.1591
2098,0.058,0.0263,-9.1653
2099,0.0746,0.0514,-9.1482
2100,0.0559,0.0208,-9.1403
2101,0.1104,0.0312,-9.1547
2102,0.0677,0.0235,-9.1645
2103,-0.0083,-0.0333,-9.1462
2104,0.0629,-0.0151,-9.1679
2105,0.0621,0.0168,-9.1873
2106,0.0142,0.0156,-9.1694
2107,0.089,0.0317,-9.1694
2108,0.0566,0.0108,-9.1572
2109,-0.0241,-0.0277,-9.1602
2110,0.0147,-0.0254,-9.1717
2111,-0.0277,-0.022,-9.2021
2112,-0.0946,-0.0733,-9.2112
2113,-0.0628,-0.1157,-9.1743
2114,-0.0918,-0.1039,-9.1803
2115,-0.1442,-0.1308,-9.2038
2116,-0.0645,-0.1068,-9.1667
2117,-0.0522,-0.0329,-9.1502
2118,-0.1438,-0.0227,-9.1582
2119,-0.111,0.0142,-9.1401
2120,-0.0802,0.0433,-9.1419
2121,-0.1833,-0.0166,-9.1321
2122,-0.2057,-0.0272,-9.135
2123,-0.1343,0.0133,-9.1535
2124,-0.1228,0.0073,-9.1702
2125,-0.1316,0.0237,-9.1639
2126,-0.1321,0.0784,-9.1403
2127,-0.1852,0.0806,-9.1445
2128,-0.2031,0.0483,-9.1535
2129,-0.1073,0.0606,-9.1525
2130,-0.048,0.0564,-9.1445
2131,-0.0016,0.0154,-9.1183
2132,0.0347,0.0465,-9.1439
2133,-0.0368,0.1159,-9.1457
2134,-0.0346,0.1103,-9.1287
2135,0.0822,0.086,-9.1636
2136,0.062,0.0552,-9.1484
2137,0.0194,0.0219,-9.1281
2138,0.112,0.0296,-9.1612
2139,0.1422,0.0056,-9.1736
2140,0.1256,-0.003,-9.1877
2141,0.2126,0.0295,-9.2002
2142,0.2378,0.0235,-9.1743
2143,0.2027,-0.0371,-9.1664
2144,0.2594,-0.0312,-9.1768
2145,0.2157,-0.0262,-9.1643
2146,0.1379,-0.071,-9.1416
2147,0.1913,-0.0532,-9.1556
2148,0.1457,-0.0252,-9.1689
2149,-0.0104,-0.0169,-9.1485
2150,-0.0383,-0.0327,-9.1451
2151,0.0292,-0.0252,-9.168
2152,-0.0128,-0.0398,-9.1701
2153,-0.0719,-0.045,-9.1654
2154,-0.0299,0.0028,-9.1603
2155,-0.0706,-0.0619,-9.1699
2156,-0.1306,-0.1386,-9.1655
2157,-0.1237,-0.074,-9.1497
2158,-0.1591,-0.0594,-9.1756
2159,-0.1044,-0.0678,-9.1817
2160,0.0179,-0.0465,-9.1602
2161,-0.0395,-0.0682,-9.1572
2162,-0.077,-0.0642,-9.1551
2163,0.0343,-0.0123,-9.1667
2164,0.0051,0.0207,-9.1713
2165,-0.0404,0.019,-9.1828
2166,0.0826,0.0116,-9.1736
2167,0.069,-0.0347,-9.1344
2168,0.0168,-0.0697,-9.1575
2169,0.1625,-0.0565,-9.1935
2170,0.2169,-0.0037,-9.1648
2171,0.1945,0.0169,-9.1482
2172,0.2818,-0.0087,-9.1556
2173,0.2833,-0.0216,-9.1741
2174,0.1767,-0.0464,-9.1879
2175,0.1799,-0.0756,-9.155
2176,0.1671,-0.0531,-9.1257
2177,0.0378,-0.0585,-9.1475
2178,-0.0033,-0.0694,-9.1844
2179,-0.0017,-0.042,-9.1779
2180,-0.0513,-0.0895,-9.1668
2181,-0.0303,-0.1178,-9.1744
2182,0.0109,-0.1085,-9.1699
2183,-0.0253,-0.1167,-9.1595
2184,0.0506,-0.0755,-9.1341
2185,0.1152,-0.0047,-9.135
2186,0.0053,-0.0265,-9.1667
2187,-0.0006,-0.0383,-9.1725
2188,0.0654,0.0163,-9.1749
2189,-0.0446,0.0095,-9.171
2190,-0.1075,0.0061,-9.1975
2191,-0.012,0.0043,-9.2018
2192,-0.0501,-0.002,-9.1795
2193,-0.0865,0.002,-9.1833
2194,-0.0495,-0.0286,-9.1885
2195,-0.0971,-0.0416,-9.1713
2196,-0.1027,-0.0352,-9.1374
2197,-0.0131,-0.0137,-9.1249
2198,-0.0047,-0.016,-9.1215
2199,-0.0084,0.0011,-9.1305
